survived,pclass,sex,age,sibsp,parch,fare,embarked,alone,age_fare_ratio,is_high_fare
0,3,male,29.0,0,0,7.875,S,True,3.6825396825396823,False
0,3,female,28.0,1,1,14.4,S,False,1.9444444444444444,False
0,3,male,18.0,1,1,20.2125,S,False,0.8905380333951763,False
0,3,male,28.0,0,0,7.25,S,True,3.8620689655172415,False
1,2,female,28.0,1,0,26.0,S,False,1.0769230769230769,False
1,2,female,19.0,0,0,26.0,S,True,0.7307692307692307,False
0,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
1,3,male,32.0,0,0,8.05,S,True,3.975155279503105,False
1,1,male,28.0,0,0,26.55,S,True,1.054613935969868,False
1,3,female,28.0,1,0,16.1,S,False,1.7391304347826086,False
1,2,female,42.0,1,0,26.0,S,False,1.6153846153846154,False
0,3,male,17.0,0,0,7.125,S,True,2.3859649122807016,False
0,1,male,50.0,1,0,55.9,S,False,0.8944543828264758,True
1,1,female,14.0,1,2,120.0,S,False,0.11666666666666667,True
0,3,female,21.0,2,2,34.375,S,False,0.610909090909091,True
1,2,female,24.0,2,3,18.75,S,False,1.28,False
0,1,male,64.0,1,4,263.0,S,False,0.24334600760456274,True
0,2,male,31.0,0,0,10.5,S,True,2.9523809523809526,False
1,2,female,45.0,1,1,26.25,S,False,1.7142857142857142,False
0,3,male,20.0,0,0,9.5,S,True,2.1052631578947367,False
0,3,male,25.0,1,0,7.775,S,False,3.215434083601286,False
1,2,female,28.0,0,0,13.0,S,True,2.1538461538461537,False
1,3,male,28.0,0,0,8.1125,S,True,3.451463790446841,False
1,1,male,4.0,0,2,81.8583,S,False,0.04886492878547441,True
1,2,female,13.0,0,1,19.5,S,False,0.6666666666666666,False
1,1,male,34.0,0,0,26.55,S,True,1.28060263653484,False
1,3,female,5.0,2,1,19.2583,C,False,0.25962831610266746,False
1,1,male,52.0,0,0,30.5,S,True,1.7049180327868851,False
0,2,male,36.0,1,2,27.75,S,False,1.2972972972972974,False
0,3,male,28.0,1,0,19.9667,S,False,1.4023348875878339,False
0,1,male,30.0,0,0,27.75,C,True,1.0810810810810811,False
1,1,male,49.0,1,0,89.1042,C,False,0.5499179612184386,True
0,3,male,28.0,0,0,8.05,S,True,3.4782608695652173,False
1,3,male,29.0,0,0,7.8958,C,True,3.672838724385116,False
0,1,male,65.0,0,0,26.55,S,True,2.4482109227871938,False
1,1,female,28.0,1,0,51.8625,S,False,0.5398891299108219,True
1,2,female,50.0,0,0,10.5,S,True,4.761904761904762,False
0,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
1,1,male,48.0,0,0,26.55,S,True,1.807909604519774,False
0,3,male,34.0,0,0,8.05,S,True,4.22360248447205,False
0,1,male,47.0,0,0,38.5,S,True,1.2207792207792207,True
0,2,male,48.0,0,0,13.0,S,True,3.6923076923076925,False
0,3,male,28.0,0,0,8.05,S,True,3.4782608695652173,False
0,3,male,38.0,0,0,7.05,S,True,5.390070921985815,False
0,2,male,28.0,0,0,0.0,S,True,inf,False
0,1,male,56.0,0,0,26.55,S,True,2.109227871939736,False
0,3,male,28.0,0,0,7.725,Q,True,3.6245954692556634,False
1,3,female,0.75,2,1,19.2583,C,False,0.03894424741540012,False
0,3,male,28.0,0,0,7.25,S,True,3.8620689655172415,False
0,3,male,38.0,0,0,8.6625,S,True,4.386724386724387,False
1,2,female,33.0,1,2,27.75,S,False,1.1891891891891893,False
1,2,female,23.0,0,0,13.7917,C,True,1.6676696853904884,False
0,3,female,22.0,0,0,9.8375,S,True,2.236340533672173,False
0,1,male,28.0,0,0,52.0,S,True,0.5384615384615384,True
0,2,male,34.0,1,0,21.0,S,False,1.619047619047619,False
0,3,male,29.0,1,0,7.0458,S,False,4.115927219052486,False
0,3,male,22.0,0,0,7.5208,S,True,2.925220721199872,False
1,3,female,2.0,0,1,12.2875,S,False,0.16276703967446593,False
0,3,male,9.0,5,2,46.9,S,False,0.19189765458422176,True
0,2,male,28.0,0,0,0.0,S,True,inf,False
0,3,male,50.0,0,0,8.05,S,True,6.211180124223602,False
1,3,female,63.0,0,0,9.5875,S,True,6.571056062581486,False
1,1,male,25.0,1,0,91.0792,C,False,0.27448638108371615,True
0,3,female,28.0,3,1,25.4667,S,False,1.0994750006871719,False
1,1,female,35.0,1,0,90.0,S,False,0.3888888888888889,True
0,1,male,58.0,0,0,29.7,C,True,1.9528619528619529,False
0,3,male,30.0,0,0,8.05,S,True,3.726708074534161,False
1,3,male,9.0,1,1,15.9,S,False,0.5660377358490566,False
0,3,male,28.0,1,0,19.9667,S,False,1.4023348875878339,False
0,3,male,21.0,0,0,7.25,S,True,2.896551724137931,False
0,1,male,55.0,0,0,30.5,S,True,1.8032786885245902,False
0,1,male,71.0,0,0,49.5042,C,True,1.4342217428016208,True
0,3,male,21.0,0,0,8.05,S,True,2.6086956521739126,False
0,3,male,28.0,0,0,14.4583,C,True,1.9366038884239503,False
1,1,female,54.0,1,0,78.2667,C,False,0.6899485988293872,True
0,3,male,28.0,0,0,15.1,S,True,1.8543046357615895,False
0,1,female,25.0,1,2,151.55,S,False,0.1649620587264929,True
0,3,male,24.0,0,0,7.7958,S,True,3.078580774263065,False
0,3,male,17.0,0,0,8.6625,S,True,1.9624819624819625,False
0,3,female,21.0,0,0,7.75,Q,True,2.7096774193548385,False
0,3,female,28.0,0,0,7.6292,Q,True,3.670109578986001,False
0,3,female,37.0,0,0,9.5875,S,True,3.8591916558018253,False
1,1,female,16.0,0,0,86.5,S,True,0.18497109826589594,True
0,1,male,18.0,1,0,108.9,C,False,0.1652892561983471,True
1,2,female,33.0,0,2,26.0,S,False,1.2692307692307692,False
1,1,male,28.0,0,0,26.55,S,True,1.054613935969868,False
0,3,male,28.0,0,0,22.525,S,True,1.2430632630410656,False
1,3,male,26.0,0,0,56.4958,S,True,0.4602112015406455,True
1,3,male,29.0,0,0,7.75,Q,True,3.7419354838709675,False
0,3,male,28.0,0,0,8.05,S,True,3.4782608695652173,False
1,1,male,36.0,0,0,26.2875,S,True,1.369472182596291,False
1,1,female,54.0,1,0,59.4,C,False,0.9090909090909091,True
0,3,male,24.0,0,0,7.4958,S,True,3.201793004082286,False
0,1,male,47.0,0,0,34.0208,S,True,1.3815077834736396,True
1,2,female,34.0,0,0,10.5,S,True,3.238095238095238,False
0,3,male,28.0,0,0,24.15,Q,True,1.1594202898550725,False
1,2,female,36.0,1,0,26.0,S,False,1.3846153846153846,False
0,3,male,32.0,0,0,7.8958,S,True,4.052787557942197,False
1,1,female,30.0,0,0,93.5,S,True,0.32085561497326204,True
0,3,male,22.0,0,0,7.8958,S,True,2.7862914460852606,False
0,3,male,28.0,0,0,7.225,C,True,3.8754325259515574,False
1,1,female,44.0,0,1,57.9792,C,False,0.7588928443303805,True
0,3,male,28.0,0,0,7.2292,C,True,3.8731809882144637,False
0,3,male,40.5,0,0,7.75,Q,True,5.225806451612903,False
1,2,female,50.0,0,0,10.5,S,True,4.761904761904762,False
0,1,male,28.0,0,0,221.7792,S,True,0.12625169537990938,True
0,3,male,39.0,0,0,7.925,S,True,4.921135646687698,False
0,2,male,23.0,2,1,11.5,S,False,2.0,False
1,2,female,2.0,1,1,26.0,S,False,0.07692307692307693,False
0,3,male,28.0,0,0,7.2292,C,True,3.8731809882144637,False
0,3,male,17.0,1,1,7.2292,C,False,2.3515741714159244,False
1,3,female,28.0,0,2,22.3583,C,False,1.2523313489844934,False
0,3,female,30.0,0,0,8.6625,S,True,3.463203463203463,False
1,2,female,7.0,0,2,26.25,S,False,0.26666666666666666,False
0,1,male,45.0,0,0,26.55,S,True,1.694915254237288,False
1,1,female,30.0,0,0,106.425,C,True,0.28188865398167723,True
0,3,male,28.0,0,0,14.5,S,True,1.9310344827586208,False
1,1,female,22.0,0,2,49.5,C,False,0.4444444444444444,True
1,1,female,36.0,0,2,71.0,S,False,0.5070422535211268,True
0,3,female,9.0,4,2,31.275,S,False,0.28776978417266186,False
0,3,female,11.0,4,2,31.275,S,False,0.3517186250999201,False
1,2,male,32.0,1,0,26.0,S,False,1.2307692307692308,False
0,1,male,50.0,1,0,106.425,C,False,0.4698144233027954,True
0,1,male,64.0,0,0,26.0,S,True,2.4615384615384617,False
1,2,female,19.0,1,0,26.0,S,False,0.7307692307692307,False
1,2,male,28.0,0,0,13.8625,C,True,2.019837691614067,False
0,3,male,33.0,1,1,20.525,S,False,1.607795371498173,False
1,2,male,8.0,1,1,36.75,S,False,0.21768707482993196,True
1,1,male,17.0,0,2,110.8833,C,False,0.15331434039210592,True
0,2,male,27.0,0,0,26.0,S,True,1.0384615384615385,False
0,3,male,28.0,0,0,7.8292,Q,True,3.576355183160476,False
1,3,male,22.0,0,0,7.225,C,True,3.0449826989619377,False
1,3,female,22.0,0,0,7.775,S,True,2.8295819935691315,False
0,1,male,62.0,0,0,26.55,S,True,2.335216572504708,False
1,1,female,48.0,1,0,39.6,C,False,1.2121212121212122,True
0,1,male,28.0,0,0,227.525,C,True,0.12306339962641467,True
1,1,female,39.0,1,1,79.65,S,False,0.48964218455743874,True
1,3,female,36.0,1,0,17.4,S,False,2.0689655172413794,False
0,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
0,3,male,40.0,0,0,7.8958,S,True,5.065984447427746,False
0,2,male,28.0,0,0,13.5,S,True,2.074074074074074,False
0,3,male,28.0,0,0,8.05,S,True,3.4782608695652173,False
0,3,female,28.0,0,0,8.05,S,True,3.4782608695652173,False
0,3,male,24.0,2,0,24.15,S,False,0.9937888198757765,False
0,3,male,19.0,0,0,7.8958,S,True,2.4063426125281793,False
0,3,female,29.0,0,4,21.075,S,False,1.376037959667853,False
0,3,male,28.0,0,0,7.2292,C,True,3.8731809882144637,False
1,3,male,32.0,0,0,7.8542,S,True,4.0742532657686334,False
1,2,male,62.0,0,0,10.5,S,True,5.904761904761905,False
1,1,female,53.0,2,0,51.4792,S,False,1.0295420286251535,True
1,1,male,36.0,0,0,26.3875,S,True,1.3642823306489815,False
1,3,female,28.0,0,0,7.75,Q,True,3.6129032258064515,False
0,3,male,16.0,0,0,8.05,S,True,1.9875776397515525,False
0,3,male,19.0,0,0,14.5,S,True,1.3103448275862069,False
1,2,female,34.0,0,0,13.0,S,True,2.6153846153846154,False
1,1,female,39.0,1,0,55.9,S,False,0.6976744186046512,True
0,3,female,28.0,1,0,14.4583,C,False,1.9366038884239503,False
1,3,male,32.0,0,0,7.925,S,True,4.037854889589905,False
1,2,female,25.0,1,1,30.0,S,False,0.8333333333333334,False
1,1,female,39.0,1,1,110.8833,C,False,0.3517211338407136,True
0,2,male,54.0,0,0,26.0,S,True,2.076923076923077,False
0,1,male,36.0,0,0,40.125,C,True,0.897196261682243,True
0,3,male,28.0,0,0,8.7125,C,True,3.2137733142037304,False
1,1,female,18.0,0,2,79.65,S,False,0.22598870056497172,True
0,2,male,47.0,0,0,15.0,S,True,3.1333333333333333,False
1,1,male,60.0,1,1,79.2,C,False,0.7575757575757576,True
0,3,male,22.0,0,0,8.05,S,True,2.732919254658385,False
0,3,male,28.0,0,0,8.05,S,True,3.4782608695652173,False
0,3,male,35.0,0,0,7.125,S,True,4.912280701754386,False
1,1,female,52.0,1,0,78.2667,C,False,0.6643949470208914,True
0,3,male,47.0,0,0,7.25,S,True,6.482758620689655,False
0,3,female,28.0,0,2,7.75,Q,False,3.6129032258064515,False
0,2,male,37.0,1,0,26.0,S,False,1.4230769230769231,False
0,3,male,36.0,1,1,24.15,S,False,1.4906832298136647,False
1,2,female,28.0,0,0,33.0,S,True,0.8484848484848485,True
0,3,male,49.0,0,0,0.0,S,True,inf,False
0,3,male,28.0,0,0,7.225,C,True,3.8754325259515574,False
1,1,male,49.0,1,0,56.9292,C,False,0.8607182254449386,True
1,2,female,24.0,2,1,27.0,S,False,0.8888888888888888,False
0,3,male,28.0,0,0,7.8958,S,True,3.5461891131994223,False
0,1,male,28.0,0,0,42.4,S,True,0.6603773584905661,True
0,3,male,44.0,0,0,8.05,S,True,5.46583850931677,False
1,1,male,35.0,0,0,26.55,C,True,1.3182674199623352,False
0,3,male,36.0,1,0,15.55,S,False,2.315112540192926,False
0,3,male,30.0,0,0,7.8958,S,True,3.7994883355708096,False
1,1,male,27.0,0,0,30.5,S,True,0.8852459016393442,False
1,2,female,22.0,1,2,41.5792,C,False,0.5291107092007542,True
1,1,female,40.0,0,0,153.4625,S,True,0.2606499959273438,True
0,3,female,39.0,1,5,31.275,S,False,1.2470023980815348,False
0,3,male,28.0,0,0,7.05,S,True,3.971631205673759,False
1,3,female,28.0,1,0,15.5,Q,False,1.8064516129032258,False
0,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
0,3,male,35.0,0,0,8.05,S,True,4.3478260869565215,False
1,2,female,24.0,1,2,65.0,S,False,0.36923076923076925,True
0,3,male,34.0,1,1,14.4,S,False,2.361111111111111,False
0,3,female,26.0,1,0,16.1,S,False,1.6149068322981366,False
1,2,female,4.0,2,1,39.0,S,False,0.10256410256410256,True
0,2,male,26.0,0,0,10.5,S,True,2.4761904761904763,False
0,3,male,27.0,1,0,14.4542,C,False,1.8679691715902644,False
1,1,male,42.0,1,0,52.5542,S,False,0.7991749470070898,True
1,3,male,20.0,1,1,15.7417,C,False,1.2705108088707064,False
0,3,male,21.0,0,0,7.8542,S,True,2.6737287056606656,False
0,3,male,21.0,0,0,16.1,S,True,1.3043478260869563,False
0,1,male,61.0,0,0,32.3208,S,True,1.8873295215464965,True
0,2,male,57.0,0,0,12.35,Q,True,4.615384615384616,False
1,1,female,21.0,0,0,77.9583,S,True,0.26937478113299035,True
0,3,male,26.0,0,0,7.8958,S,True,3.292889890828035,False
0,3,male,28.0,0,0,7.7333,Q,True,3.6207052616606106,False
1,1,male,80.0,0,0,30.0,S,True,2.6666666666666665,False
0,3,male,51.0,0,0,7.0542,S,True,7.229735476737263,False
1,1,male,32.0,0,0,30.5,C,True,1.0491803278688525,False
0,1,male,28.0,0,0,0.0,S,True,inf,False
0,3,female,9.0,3,2,27.9,S,False,0.3225806451612903,False
1,2,female,28.0,0,0,13.0,S,True,2.1538461538461537,False
0,3,male,32.0,0,0,7.925,S,True,4.037854889589905,False
0,2,male,31.0,1,1,26.25,S,False,1.180952380952381,False
0,3,female,41.0,0,5,39.6875,S,False,1.0330708661417323,True
0,3,male,28.0,1,0,16.1,S,False,1.7391304347826086,False
0,3,male,20.0,0,0,7.8542,S,True,2.546408291105396,False
1,1,female,24.0,0,0,69.3,C,True,0.34632034632034636,True
0,3,female,2.0,3,2,27.9,S,False,0.07168458781362008,False
1,3,male,28.0,0,0,56.4958,S,True,0.4956120631976182,True
1,3,female,0.75,2,1,19.2583,C,False,0.03894424741540012,False
1,1,male,48.0,1,0,76.7292,C,False,0.6255767035235608,True
0,3,male,19.0,0,0,7.8958,S,True,2.4063426125281793,False
1,1,male,56.0,0,0,35.5,C,True,1.5774647887323943,True
0,3,male,28.0,0,0,7.55,S,True,3.708609271523179,False
1,3,female,23.0,0,0,7.55,S,True,3.0463576158940397,False
0,3,male,28.0,0,0,7.8958,S,True,3.5461891131994223,False
1,2,female,18.0,0,1,23.0,S,False,0.782608695652174,False
0,3,male,21.0,0,0,8.4333,S,True,2.490128419479919,False
1,3,female,28.0,0,0,7.8292,Q,True,3.576355183160476,False
0,3,female,18.0,0,0,6.75,Q,True,2.6666666666666665,False
0,2,male,24.0,2,0,73.5,S,False,0.32653061224489793,True
0,3,male,28.0,0,0,7.8958,S,True,3.5461891131994223,False
0,3,female,32.0,1,1,15.5,Q,False,2.064516129032258,False
0,2,male,23.0,0,0,13.0,S,True,1.7692307692307692,False
0,1,male,58.0,0,2,113.275,C,False,0.5120282498344736,True
1,1,male,50.0,2,0,133.65,S,False,0.3741114852225963,True
0,3,male,40.0,0,0,7.225,C,True,5.536332179930796,False
0,1,male,47.0,0,0,25.5875,S,True,1.8368343917928678,False
0,3,male,36.0,0,0,7.4958,S,True,4.802689506123429,False
1,3,male,20.0,1,0,7.925,S,False,2.5236593059936907,False
0,2,male,32.0,2,0,73.5,S,False,0.43537414965986393,True
0,2,male,25.0,0,0,13.0,S,True,1.9230769230769231,False
0,3,male,28.0,0,0,7.775,S,True,3.6012861736334405,False
0,3,male,43.0,0,0,8.05,S,True,5.341614906832298,False
1,1,female,28.0,1,0,52.0,S,False,0.5384615384615384,True
1,2,female,40.0,1,1,39.0,S,False,1.0256410256410255,True
0,1,male,31.0,1,0,52.0,S,False,0.5961538461538461,True
0,2,male,70.0,0,0,10.5,S,True,6.666666666666667,False
1,2,male,31.0,0,0,13.0,S,True,2.3846153846153846,False
0,2,male,28.0,0,0,0.0,S,True,inf,False
0,3,male,18.0,0,0,7.775,S,True,2.315112540192926,False
0,3,male,24.5,0,0,8.05,S,True,3.043478260869565,False
1,3,female,18.0,0,0,9.8417,S,True,1.8289523151488056,False
0,3,female,43.0,1,6,46.9,S,False,0.9168443496801706,True
1,1,male,36.0,0,1,512.3292,C,False,0.07026732030889514,True
0,3,female,28.0,0,0,8.1375,Q,True,3.440860215053764,False
1,1,male,27.0,0,0,76.7292,C,True,0.35188689573200294,True
0,3,male,20.0,0,0,9.225,S,True,2.1680216802168024,False
0,3,male,14.0,5,2,46.9,S,False,0.2985074626865672,True
0,2,male,60.0,1,1,39.0,S,False,1.5384615384615385,True
0,2,male,25.0,1,2,41.5792,C,False,0.6012621695463116,True
0,3,male,14.0,4,1,39.6875,S,False,0.352755905511811,True
0,3,male,19.0,0,0,10.1708,S,True,1.8680929720375978,False
0,3,male,18.0,0,0,7.7958,S,True,2.3089355806972987,False
1,1,female,15.0,0,1,211.3375,S,False,0.07097651860176259,True
1,1,male,31.0,1,0,57.0,S,False,0.543859649122807,True
1,3,female,4.0,0,1,13.4167,C,False,0.2981359052524093,False
1,3,male,28.0,0,0,56.4958,S,True,0.4956120631976182,True
0,3,male,25.0,0,0,7.225,C,True,3.4602076124567476,False
0,1,male,60.0,0,0,26.55,S,True,2.2598870056497176,False
0,2,male,52.0,0,0,13.5,S,True,3.8518518518518516,False
0,3,male,44.0,0,0,8.05,S,True,5.46583850931677,False
1,3,female,28.0,0,0,7.7333,Q,True,3.6207052616606106,False
0,1,male,49.0,1,1,110.8833,C,False,0.4419060399537171,True
0,3,male,42.0,0,0,7.65,S,True,5.490196078431373,False
1,1,female,18.0,1,0,227.525,C,False,0.07911218547412371,True
1,1,male,35.0,0,0,26.2875,S,True,1.3314312886352828,False
0,3,female,18.0,0,1,14.4542,C,False,1.2453127810601763,False
0,3,male,25.0,0,0,7.7417,Q,True,3.2292648901404086,False
0,3,male,26.0,1,0,7.8542,S,False,3.310330778437015,False
0,2,male,39.0,0,0,26.0,S,True,1.5,False
1,2,female,45.0,0,0,13.5,S,True,3.3333333333333335,False
1,1,male,42.0,0,0,26.2875,S,True,1.5977175463623394,False
1,1,female,22.0,0,0,151.55,S,True,0.14516661167931375,True
1,3,male,28.0,1,1,15.2458,C,False,1.8365713835941704,False
1,1,female,24.0,0,0,49.5042,C,True,0.4848073496794212,True
0,1,male,28.0,0,0,26.55,S,True,1.054613935969868,False
1,1,male,48.0,1,0,52.0,S,False,0.9230769230769231,True
0,3,male,29.0,0,0,9.4833,S,True,3.0580072337688358,False
0,2,male,52.0,0,0,13.0,S,True,4.0,False
0,3,male,19.0,0,0,7.65,S,True,2.4836601307189543,False
1,1,female,38.0,0,0,227.525,C,True,0.16701461377870563,True
1,2,female,27.0,0,0,10.5,S,True,2.5714285714285716,False
0,3,male,28.0,0,0,15.5,Q,True,1.8064516129032258,False
0,3,male,33.0,0,0,7.775,S,True,4.244372990353698,False
1,2,female,6.0,0,1,33.0,S,False,0.18181818181818182,True
0,3,male,17.0,1,0,7.0542,S,False,2.409911825579088,False
0,2,male,34.0,0,0,13.0,S,True,2.6153846153846154,False
0,2,male,50.0,0,0,13.0,S,True,3.8461538461538463,False
1,1,male,27.0,1,0,53.1,S,False,0.5084745762711864,True
0,3,male,20.0,0,0,8.6625,S,True,2.308802308802309,False
1,2,female,30.0,3,0,21.0,S,False,1.4285714285714286,False
1,3,female,28.0,0,0,7.7375,Q,True,3.618739903069467,False
0,2,male,25.0,1,0,26.0,S,False,0.9615384615384616,False
0,3,female,25.0,1,0,7.925,S,False,3.1545741324921135,False
1,1,female,29.0,0,0,211.3375,S,True,0.137221269296741,True
0,3,male,11.0,0,0,18.7875,C,True,0.5854956753160345,False
0,2,male,28.0,0,0,0.0,S,True,inf,False
0,2,male,23.0,0,0,13.0,S,True,1.7692307692307692,False
0,2,male,23.0,0,0,13.0,S,True,1.7692307692307692,False
0,3,male,28.5,0,0,16.1,S,True,1.7701863354037266,False
0,3,female,48.0,1,3,34.375,S,False,1.3963636363636365,True
1,1,male,35.0,0,0,512.3292,C,True,0.06831545030031472,True
0,3,male,28.0,0,0,7.8958,S,True,3.5461891131994223,False
0,3,male,28.0,0,0,7.8958,S,True,3.5461891131994223,False
1,1,male,28.0,0,0,30.0,S,True,0.9333333333333333,False
0,1,male,36.0,1,0,78.85,S,False,0.456563094483196,True
1,1,female,21.0,2,2,262.375,C,False,0.0800381133873273,True
0,3,male,24.0,1,0,16.1,S,False,1.4906832298136645,False
1,3,male,31.0,0,0,7.925,S,True,3.911671924290221,False
0,1,male,70.0,1,1,71.0,S,False,0.9859154929577465,True
0,3,male,16.0,1,1,20.25,S,False,0.7901234567901234,False
1,2,female,30.0,0,0,13.0,S,True,2.3076923076923075,False
0,1,male,19.0,1,0,53.1,S,False,0.3578154425612053,True
0,3,male,31.0,0,0,7.75,Q,True,4.0,False
1,2,female,4.0,1,1,23.0,S,False,0.17391304347826086,False
1,3,male,6.0,0,1,12.475,S,False,0.4809619238476954,False
0,3,male,33.0,0,0,9.5,S,True,3.473684210526316,False
0,3,male,23.0,0,0,7.8958,S,True,2.912941057270954,False
1,2,female,48.0,1,2,65.0,S,False,0.7384615384615385,True
1,2,male,0.67,1,1,14.5,S,False,0.04620689655172414,False
0,3,male,28.0,0,0,7.7958,S,True,3.5916775699735757,False
0,2,male,18.0,0,0,11.5,S,True,1.565217391304348,False
0,3,male,34.0,0,0,8.05,S,True,4.22360248447205,False
1,1,female,33.0,0,0,86.5,S,True,0.3815028901734104,True
0,3,male,28.0,0,0,14.5,S,True,1.9310344827586208,False
0,3,male,41.0,0,0,7.125,S,True,5.754385964912281,False
1,3,male,20.0,0,0,7.2292,C,True,2.766557848724617,False
1,1,female,36.0,1,2,120.0,S,False,0.3,True
0,3,male,16.0,0,0,7.775,S,True,2.057877813504823,False
1,1,female,51.0,1,0,77.9583,S,False,0.6541958970372623,True
0,1,male,28.0,0,0,39.6,C,True,0.7070707070707071,True
0,3,female,30.5,0,0,7.75,Q,True,3.935483870967742,False
0,3,male,28.0,1,0,24.15,Q,False,1.1594202898550725,False
0,3,male,32.0,0,0,8.3625,S,True,3.82660687593423,False
0,3,male,24.0,0,0,9.5,S,True,2.526315789473684,False
0,3,male,48.0,0,0,7.8542,S,True,6.111379898652951,False
0,2,female,57.0,0,0,10.5,S,True,5.428571428571429,False
0,3,male,28.0,0,0,7.225,C,True,3.8754325259515574,False
1,2,female,54.0,1,3,23.0,S,False,2.347826086956522,False
0,3,male,18.0,0,0,7.75,S,True,2.3225806451612905,False
0,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
1,3,female,5.0,0,0,12.475,S,True,0.40080160320641284,False
0,3,male,28.0,0,0,7.7375,Q,True,3.618739903069467,False
1,1,female,43.0,0,1,211.3375,S,False,0.2034660199917194,True
1,3,female,13.0,0,0,7.2292,C,True,1.798262601671001,False
1,1,female,17.0,1,0,57.0,S,False,0.2982456140350877,True
0,1,male,29.0,0,0,30.0,S,True,0.9666666666666667,False
0,3,male,28.0,1,2,23.45,S,False,1.1940298507462688,False
0,3,male,25.0,0,0,7.05,S,True,3.546099290780142,False
0,3,male,25.0,0,0,7.25,S,True,3.4482758620689653,False
1,3,female,18.0,0,0,7.4958,S,True,2.4013447530617147,False
0,3,male,8.0,4,1,29.125,Q,False,0.27467811158798283,False
1,3,male,1.0,1,2,20.575,S,False,0.04860267314702309,False
0,1,male,46.0,0,0,79.2,C,True,0.5808080808080808,True
0,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
0,2,male,16.0,0,0,26.0,S,True,0.6153846153846154,False
0,3,female,28.0,8,2,69.55,S,False,0.402588066139468,True
0,1,male,28.0,0,0,30.6958,C,True,0.9121769101961832,False
0,3,male,25.0,0,0,7.8958,S,True,3.1662402796423414,False
0,2,male,39.0,0,0,13.0,S,True,3.0,False
1,1,female,49.0,0,0,25.9292,S,True,1.8897613501380681,False
1,3,female,31.0,0,0,8.6833,S,True,3.5700712862621358,False
0,3,male,30.0,0,0,7.2292,C,True,4.149836773086926,False
0,3,female,30.0,1,1,24.15,S,False,1.2422360248447206,False
0,2,male,34.0,0,0,13.0,S,True,2.6153846153846154,False
1,2,female,31.0,1,1,26.25,S,False,1.180952380952381,False
1,1,male,11.0,1,2,120.0,S,False,0.09166666666666666,True
1,3,male,0.42,0,1,8.5167,C,False,0.04931487547993941,False
1,3,male,27.0,0,0,6.975,S,True,3.870967741935484,False
0,3,male,31.0,0,0,7.775,S,True,3.9871382636655945,False
0,1,male,39.0,0,0,0.0,S,True,inf,False
0,3,female,18.0,0,0,7.775,S,True,2.315112540192926,False
0,2,male,39.0,0,0,13.0,S,True,3.0,False
1,1,female,33.0,1,0,53.1,S,False,0.6214689265536723,True
0,3,male,26.0,0,0,7.8875,S,True,3.2963549920760697,False
0,3,male,39.0,0,0,24.15,S,True,1.6149068322981368,False
0,2,male,35.0,0,0,10.5,S,True,3.3333333333333335,False
0,3,female,6.0,4,2,31.275,S,False,0.19184652278177458,False
0,3,male,30.5,0,0,8.05,S,True,3.7888198757763973,False
0,1,male,28.0,0,0,0.0,S,True,inf,False
0,3,female,23.0,0,0,7.925,S,True,2.9022082018927446,False
0,2,male,31.0,1,1,37.0042,C,False,0.8377427427156918,True
0,3,male,43.0,0,0,6.45,S,True,6.666666666666666,False
0,3,male,10.0,3,2,27.9,S,False,0.35842293906810035,False
1,1,female,52.0,1,1,93.5,S,False,0.5561497326203209,True
1,3,male,27.0,0,0,8.6625,S,True,3.116883116883117,False
0,1,male,38.0,0,0,0.0,S,True,inf,False
1,3,female,27.0,0,1,12.475,S,False,2.164328657314629,False
0,3,male,2.0,4,1,39.6875,S,False,0.050393700787401574,True
0,3,male,28.0,0,0,6.95,Q,True,4.028776978417266,False
0,3,male,28.0,0,0,56.4958,S,True,0.4956120631976182,True
1,2,male,1.0,0,2,37.0042,C,False,0.02702395944244167,True
1,3,male,28.0,0,0,7.75,Q,True,3.6129032258064515,False
1,1,female,62.0,0,0,80.0,S,True,0.775,True
1,3,female,15.0,1,0,14.4542,C,False,1.0377606508834802,False
1,2,male,0.83,1,1,18.75,S,False,0.04426666666666666,False
0,3,male,28.0,0,0,7.2292,C,True,3.8731809882144637,False
0,3,male,23.0,0,0,7.8542,S,True,2.9283695347712055,False
0,3,male,18.0,0,0,8.3,S,True,2.1686746987951806,False
1,1,female,39.0,1,1,83.1583,C,False,0.4689850562120678,True
0,3,male,21.0,0,0,8.6625,S,True,2.4242424242424243,False
0,3,male,28.0,0,0,8.05,S,True,3.4782608695652173,False
1,3,male,32.0,0,0,56.4958,S,True,0.5664137865115637,True
1,1,male,28.0,0,0,29.7,C,True,0.9427609427609428,False
0,3,male,20.0,0,0,7.925,S,True,2.5236593059936907,False
0,2,male,16.0,0,0,10.5,S,True,1.5238095238095237,False
1,1,female,30.0,0,0,31.0,C,True,0.967741935483871,False
0,3,male,34.5,0,0,6.4375,C,True,5.359223300970874,False
0,3,male,17.0,0,0,8.6625,S,True,1.9624819624819625,False
0,3,male,42.0,0,0,7.55,S,True,5.562913907284768,False
